Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;1//3;PPA;CrsPA;PrgP;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Att;Succ;Succ%;Tkld;Tkld%;Carries;TotDist;PrgDist;PrgC;1//3;CPA;Mis;Dis;Rec;PrgR;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%
189;Adam Aznou;MAR;DF;Valladolid;La Liga;18;2006;13;10;876;9.7;0;0;0;0;0;0;1;0;0.3;0.3;0.3;0.6;16;25;26;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.06;0.03;0.06;4;1;25.0;0.41;0.10;0.00;0.00;17.7;0;0;0;0.3;0.3;0.07;-0.3;-0.3;245;343;71.4;3660;1261;138;161;85.7;84;118;71.2;16;37;43.2;0;0.3;0.4;-0.3;6;17;4;2;25;16;1.64;11;3;2;0;0;0;0;0.00;0;0;0;0;0;0;28;21;20;8;0;21;43;48.8;22;24;8;16;10;38;30;0;508;39;191;241;89;12;508;41;19;46.3;15;36.6;219;1349;804;16;6;3;28;12;228;26;1;0;0;14;17;0;12;10;21;0;0;0;56;11;4;73.3
190;Adam Aznou;MAR;DF;Bayern Munich;Bundesliga;18;2006;2;0;17;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;13;17;76.5;178;44;9;10;90.0;4;6;66.7;0;0;;0;0.0;0.0;0.0;0;1;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;18;1;1;7;11;0;18;0;0;;0;;12;40;16;0;2;0;0;0;14;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0.0
194;Papa Ba;ESP;MF;Girona;La Liga;19;2004;1;0;48;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;2;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.06;0.06;1;0;0.0;1.87;0.00;0.00;;9.8;0;0;0;0.0;0.0;0.03;0.0;0.0;5;13;38.5;79;7;3;8;37.5;1;2;50.0;1;2;50.0;0;0.0;0.0;0.0;0;1;0;0;0;2;3.75;1;0;1;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;0;0;;0;1;0;1;0;1;1;0;20;1;5;10;5;1;20;2;1;50.0;1;50.0;9;69;24;1;0;1;1;1;14;2;0;0;0;1;4;0;1;0;1;0;0;0;1;0;0;
196;Jacopo Bacci;ITA;MF;Empoli;Serie A;19;2005;3;0;31;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;6;11;54.5;113;46;4;4;100.0;1;3;33.3;1;2;50.0;0;0.0;0.0;0.0;0;1;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;0;1;0;0;1;1;100.0;0;0;0;0;1;2;1;0;14;1;4;10;0;0;14;0;0;;0;;5;25;1;0;0;0;0;0;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;100.0
202;Juma Bah;SLE;DF;Valladolid;La Liga;18;2006;12;10;864;9.6;0;0;0;0;0;0;1;0;0.3;0.3;0.0;0.3;0;13;1;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;3;1;33.3;0.31;0.10;0.00;0.00;9.1;0;0;0;0.3;0.3;0.09;-0.3;-0.3;330;407;81.1;6294;2123;118;131;90.1;177;191;92.7;31;73;42.5;0;0.0;0.0;0.0;1;15;0;0;13;2;0.21;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;10;7;7;3;0;3;5;60.0;2;15;8;7;12;22;60;0;523;85;321;194;10;8;523;4;3;75.0;1;25.0;265;1091;459;0;1;0;3;5;316;1;1;0;0;6;6;0;0;12;7;0;0;0;35;31;13;70.5
203;Juma Bah;SLE;DF;Lens;Ligue 1;18;2006;10;8;686;7.6;0;0;0;0;0;0;2;0;0.1;0.1;0.2;0.3;3;9;1;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.03;0.01;0.03;2;1;50.0;0.26;0.13;0.00;0.00;10.9;0;0;0;0.1;0.1;0.04;-0.1;-0.1;353;378;93.4;6078;1813;145;159;91.2;183;189;96.8;22;23;95.7;0;0.2;0.2;-0.2;2;7;0;0;9;7;0.92;6;0;1;0;0;0;0;0.00;0;0;0;0;0;0;16;10;6;10;0;5;7;71.4;2;10;7;3;17;33;47;1;480;81;270;199;12;6;480;3;3;100.0;0;0.0;265;987;345;3;2;0;4;3;279;1;2;0;0;7;1;0;0;17;10;0;0;0;37;23;6;79.3
207;Stefan Bajcetic;ESP;MF,DF;Las Palmas;La Liga;19;2004;14;12;969;10.8;1;0;1;1;0;0;4;0;0.3;0.3;0.2;0.5;8;39;9;0.09;0.00;0.09;0.09;0.09;0.03;0.02;0.05;0.03;0.05;5;2;40.0;0.46;0.19;0.20;0.50;23.1;0;0;0;0.3;0.3;0.05;+0.7;+0.7;300;418;71.8;5892;1599;119;150;79.3;129;158;81.6;48;88;54.5;0;0.2;0.3;-0.2;7;28;8;0;39;14;1.30;10;0;0;2;2;0;1;0.09;0;0;0;1;0;0;29;14;13;13;3;12;28;42.9;16;25;4;21;15;44;26;1;570;33;148;339;90;6;570;24;11;45.8;9;37.5;238;1175;538;8;9;0;21;6;293;9;4;0;0;21;14;0;4;15;14;0;1;0;61;17;13;56.7
211;Darryl Bakola;FRA;DF,MF;Marseille;Ligue 1;16;2007;2;0;14;0.2;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;12;13;92.3;159;40;9;9;100.0;2;3;66.7;1;1;100.0;0;0.0;0.0;0.0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;0;0;;0;0;0;0;0;1;0;0;15;0;4;6;5;0;15;1;0;0.0;1;100.0;9;49;23;0;1;0;0;1;14;0;1;0;0;3;0;0;0;0;1;0;0;0;1;0;0;
218;Carlos Baleba;CMR;MF;Brighton; Premier League;20;2004;34;31;2,661;29.6;3;1;4;3;0;0;8;1;3.1;3.1;1.3;4.4;43;118;29;0.10;0.03;0.14;0.10;0.14;0.10;0.05;0.15;0.10;0.15;44;11;25.0;1.49;0.37;0.07;0.27;25.5;1;0;0;3.1;3.1;0.07;-0.1;-0.1;1149;1314;87.4;19305;4741;544;591;92.0;487;528;92.2;94;148;63.5;1;1.3;1.2;-0.3;21;109;23;3;118;66;2.23;55;0;2;5;1;3;4;0.14;2;0;0;0;1;1;79;46;26;37;16;48;80;60.0;32;47;11;36;46;125;44;1;1697;94;410;994;339;12;1697;57;33;57.9;20;35.1;971;5692;2810;43;45;3;39;42;1035;29;8;1;1;40;48;0;9;46;46;0;2;0;197;39;26;60.0
227;Mohamed Bamba;CIV;MF;Reims;Ligue 1;19;2004;2;0;10;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;16;19;84.2;336;82;7;8;87.5;5;7;71.4;4;4;100.0;0;0.0;0.0;0.0;0;3;0;0;3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;2;1;1;0;0;1;0;22;1;8;12;2;0;22;0;0;;0;;14;38;18;0;1;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.0
228;Samuel Bamba;GER;FW,MF;Bochum;Bundesliga;20;2004;5;0;27;0.3;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;3;5;8;0.00;0.00;0.00;0.00;0.00;0.35;0.10;0.45;0.35;0.45;2;1;50.0;6.67;3.33;0.00;0.00;22.0;1;0;0;0.1;0.1;0.05;-0.1;-0.1;17;22;77.3;284;106;7;7;100.0;10;11;90.9;0;3;0.0;0;0.0;0.1;0.0;1;2;4;1;5;2;6.67;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;0;0;;0;0;0;0;0;1;0;0;31;0;2;11;19;1;31;4;1;25.0;3;75.0;20;134;69;3;2;1;3;0;22;8;0;0;0;0;1;1;5;0;1;0;0;0;2;1;2;33.3
232;Noahkai Banks;USA;DF;Augsburg;Bundesliga;17;2006;8;2;278;3.1;0;0;0;0;0;0;2;0;0.1;0.1;0.0;0.1;2;8;3;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;1;0;0.0;0.32;0.00;0.00;;10.2;0;0;0;0.1;0.1;0.07;-0.1;-0.1;156;168;92.9;2911;843;51;55;92.7;85;90;94.4;16;18;88.9;0;0.0;0.0;0.0;0;5;1;0;8;1;0.32;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;11;5;6;4;1;3;7;42.9;4;4;1;3;5;16;28;0;229;23;94;124;14;2;229;1;0;0.0;1;100.0;123;580;253;2;5;0;2;1;129;3;2;0;0;2;1;0;2;5;5;0;0;1;13;8;8;50.0
234;Adrian Baquerin;ESP;FW;Valladolid;La Liga;17;2007;5;0;49;0.5;0;0;0;0;0;0;0;0;0.4;0.4;0.0;0.4;0;1;0;0.00;0.00;0.00;0.00;0.00;0.71;0.00;0.71;0.71;0.71;3;0;0.0;5.51;0.00;0.00;;11.0;0;0;0;0.4;0.4;0.13;-0.4;-0.4;9;10;90.0;122;11;5;5;100.0;2;2;100.0;1;2;50.0;0;0.0;0.0;0.0;0;0;1;0;1;1;1.87;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;0;0;;0;0;0;0;0;1;1;0;18;1;2;8;8;3;18;2;0;0.0;1;50.0;10;21;4;0;0;0;1;1;11;0;0;0;0;0;2;0;0;0;1;0;0;0;1;1;0;100.0
237;Valentín Barco;ARG;DF,FW;Sevilla;La Liga;20;2004;7;3;288;3.2;0;0;0;0;0;0;0;0;0.3;0.3;0.6;0.9;4;13;13;0.00;0.00;0.00;0.00;0.00;0.09;0.20;0.28;0.09;0.28;7;0;0.0;2.19;0.00;0.00;;27.8;2;0;0;0.3;0.3;0.04;-0.3;-0.3;139;191;72.8;2139;895;77;88;87.5;38;53;71.7;13;30;43.3;0;0.6;0.3;-0.6;6;12;3;0;13;10;3.12;5;4;0;1;0;0;0;0.00;0;0;0;0;0;0;15;9;8;3;4;12;15;80.0;3;0;0;0;2;17;5;0;236;4;45;92;100;3;236;13;3;23.1;9;69.2;124;546;254;4;4;0;6;4;142;13;0;0;0;7;5;0;24;2;9;0;0;0;16;0;2;0.0
238;Valentín Barco;ARG;MF,DF;Strasbourg;Ligue 1;20;2004;14;14;1,157;12.9;0;2;2;0;0;0;2;0;0.5;0.5;1.5;2.0;20;64;55;0.00;0.16;0.16;0.00;0.16;0.04;0.11;0.15;0.04;0.15;10;1;10.0;0.78;0.08;0.00;0.00;22.9;1;0;0;0.5;0.5;0.05;-0.5;-0.5;644;777;82.9;10174;2666;348;380;91.6;246;291;84.5;39;74;52.7;2;1.5;1.5;+0.5;8;54;9;2;64;20;1.56;17;0;1;1;1;0;6;0.47;6;0;0;0;0;0;36;22;24;10;2;22;30;73.3;8;8;3;5;13;49;28;1;928;48;302;443;193;15;928;20;9;45.0;10;50.0;513;2052;1117;20;28;2;22;10;632;55;2;0;0;17;29;0;31;13;22;0;1;0;79;7;7;50.0
244;Téo Barisic;FRA;DF;Lyon;Ligue 1;19;2004;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;1;100.0;19;0;0;0;;1;1;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;2;1;2;0;0;0;2;0;0;;0;;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
253;Davide Bartesaghi;ITA;DF;Milan;Serie A;18;2005;4;1;118;1.3;0;0;0;0;0;0;0;1;0.0;0.0;0.1;0.1;2;2;17;0.00;0.00;0.00;0.00;0.00;0.01;0.08;0.09;0.01;0.09;1;1;100.0;0.76;0.76;0.00;0.00;24.6;0;0;0;0.0;0.0;0.01;0.0;0.0;65;76;85.5;938;308;40;43;93.0;20;25;80.0;3;5;60.0;0;0.1;0.2;-0.1;2;1;3;3;2;2;1.53;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;4;2;1;1;2;4;4;100.0;0;1;1;0;3;7;1;0;89;2;14;36;40;2;89;2;0;0.0;2;100.0;55;228;121;2;3;0;0;1;61;17;0;1;0;1;0;1;10;3;2;0;0;0;2;1;0;100.0
258;Aboubacar Bassinga;CIV;MF;Las Palmas;La Liga;19;2005;1;0;4;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;2;4;50.0;53;0;1;1;100.0;0;0;;1;3;33.3;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;4;0;0;4;0;0;4;0;0;;0;;3;11;4;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
266;Rafael Bauza;ESP;MF;Espanyol;La Liga;19;2005;5;2;183;2.0;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;1;7;3;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04;3;0;0.0;1.48;0.00;0.00;;23.3;0;0;0;0.1;0.1;0.03;-0.1;-0.1;46;54;85.2;779;192;24;25;96.0;17;20;85.0;4;7;57.1;0;0.0;0.0;0.0;0;3;1;0;7;1;0.49;0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;5;3;3;1;1;4;7;57.1;3;3;1;2;0;5;5;0;74;6;22;39;14;1;74;2;1;50.0;1;50.0;37;193;102;1;2;0;1;0;42;3;1;0;0;8;0;0;0;0;3;0;0;0;4;3;2;60.0
277;Luken Beitia;ESP;DF;Real Sociedad;La Liga;20;2004;1;0;8;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;5;5;100.0;108;22;1;1;100.0;2;2;100.0;2;2;100.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;1;1;100.0;0;0;0;0;0;1;2;0;7;2;6;1;0;0;7;0;0;;0;;6;12;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;100.0
278;Ismael Bekhoucha;MAR;MF,DF;Getafe;La Liga;19;2004;5;0;69;0.8;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;1;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;17;24;70.8;224;74;13;14;92.9;4;5;80.0;0;3;0.0;0;0.0;0.0;0.0;0;1;0;0;1;1;1.30;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;1;2;50.0;1;2;1;1;2;3;2;0;35;7;14;13;9;0;35;3;2;66.7;1;33.3;16;71;35;1;0;0;2;0;16;1;2;0;0;3;3;0;1;2;1;0;0;0;6;1;1;50.0
279;Reda Belahyane;MAR;MF;Hellas Verona;Serie A;20;2004;22;17;1,658;18.4;0;2;2;0;0;0;6;1;0.2;0.2;1.0;1.3;22;73;13;0.00;0.11;0.11;0.00;0.11;0.01;0.06;0.07;0.01;0.07;6;2;33.3;0.33;0.11;0.00;0.00;23.9;0;0;0;0.2;0.2;0.04;-0.2;-0.2;587;701;83.7;8987;2976;321;357;89.9;215;242;88.8;31;66;47.0;2;1.0;0.6;+1.0;16;71;10;0;73;41;2.23;34;0;3;1;1;2;3;0.16;2;0;0;0;0;1;36;26;16;13;7;13;17;76.5;4;20;9;11;10;46;22;1;884;49;251;526;126;8;884;52;33;63.5;17;32.7;551;3272;1498;22;17;5;34;21;591;13;6;1;1;31;9;0;3;10;26;0;0;0;109;5;15;25.0
280;Reda Belahyane;MAR;MF;Lazio;Serie A;20;2004;6;1;198;2.2;0;0;0;0;0;0;0;1;0.0;0.0;0.0;0.0;4;10;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;85;94;90.4;1301;352;49;54;90.7;29;29;100.0;5;7;71.4;0;0.0;0.0;0.0;0;9;0;0;10;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;8;6;8;0;0;6;6;100.0;0;3;2;1;1;9;5;0;118;11;45;66;10;0;118;6;3;50.0;2;33.3;76;378;215;4;1;0;6;2;82;1;0;1;0;4;1;0;0;1;6;0;0;0;13;2;0;100.0
290;Jeanuël Belocian;FRA;DF,MF;Leverkusen;Bundesliga;19;2005;5;1;68;0.8;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;3;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;34;40;85.0;418;130;24;25;96.0;8;11;72.7;1;2;50.0;0;0.0;0.1;0.0;0;2;0;0;3;1;1.34;0;0;0;0;1;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;1;1;100.0;0;0;0;0;0;1;2;0;44;2;9;20;15;1;44;1;1;100.0;0;0.0;16;89;39;0;2;0;2;0;32;1;1;0;0;1;4;0;0;0;1;0;0;0;2;1;2;33.3
294;Eliesse Ben Seghir;MAR;MF,FW;Monaco;Ligue 1;19;2005;33;19;1,75;19.4;6;3;9;4;2;2;0;0;5.5;4.1;5.2;9.3;85;122;170;0.31;0.15;0.46;0.21;0.36;0.29;0.27;0.55;0.21;0.48;58;19;32.8;2.98;0.98;0.07;0.21;20.9;3;2;2;5.5;4.1;0.07;+0.5;-0.1;754;951;79.3;10638;3042;454;515;88.2;233;293;79.5;34;76;44.7;3;5.2;4.6;-2.2;33;71;45;4;122;77;3.96;57;7;1;8;4;0;7;0.36;4;1;0;1;1;0;31;22;12;12;7;18;32;56.3;14;20;0;20;13;44;4;0;1244;3;96;542;624;63;1242;96;35;36.5;55;57.3;843;5569;3024;85;83;25;59;35;988;170;0;0;0;25;55;2;52;13;22;0;0;0;86;13;22;37.1
310;Lucas Bergvall;SWE;MF;Tottenham; Premier League;18;2006;27;11;1,212;13.5;0;1;1;0;0;0;3;0;0.7;0.7;0.6;1.3;33;49;31;0.00;0.07;0.07;0.00;0.07;0.05;0.04;0.09;0.05;0.09;12;2;16.7;0.89;0.15;0.00;0.00;19.9;0;0;0;0.7;0.7;0.06;-0.7;-0.7;629;720;87.4;10567;2202;295;321;91.9;264;294;89.8;53;71;74.6;1;0.6;0.8;+0.4;11;53;7;3;49;22;1.63;16;4;0;2;0;0;4;0.30;3;0;0;1;0;0;39;19;14;20;5;17;32;53.1;15;18;8;10;24;63;22;3;885;36;188;478;232;22;885;45;21;46.7;20;44.4;531;3392;1634;33;21;4;20;19;586;31;3;0;0;20;17;0;21;24;19;0;0;0;73;9;8;52.9
315;Marc Bernal;ESP;MF;Barcelona;La Liga;17;2007;3;3;242;2.7;0;0;0;0;0;0;2;0;0.1;0.1;0.0;0.1;0;8;2;0.00;0.00;0.00;0.00;0.00;0.03;0.01;0.03;0.03;0.03;2;1;50.0;0.74;0.37;0.00;0.00;26.0;0;0;0;0.1;0.1;0.03;-0.1;-0.1;148;160;92.5;2634;623;66;71;93.0;72;77;93.5;10;11;90.9;0;0.0;0.1;0.0;1;12;0;0;8;1;0.37;0;1;0;0;0;0;0;0.00;0;0;0;0;0;0;8;6;2;5;1;7;8;87.5;1;5;1;4;1;9;4;0;184;4;47;116;21;1;184;3;2;66.7;1;33.3;97;461;150;0;2;0;2;2;137;2;2;0;0;4;3;0;0;1;6;0;0;0;9;1;6;14.3
339;Tom Bischof;GER;MF,FW;Hoffenheim;Bundesliga;19;2005;31;30;2,559;28.4;5;2;7;5;0;0;5;0;2.2;2.2;3.6;5.9;47;138;102;0.18;0.07;0.25;0.18;0.25;0.08;0.13;0.21;0.08;0.21;51;18;35.3;1.79;0.63;0.10;0.28;23.1;5;0;0;2.2;2.2;0.04;+2.8;+2.8;1210;1537;78.7;20642;6105;580;654;88.7;447;529;84.5;136;240;56.7;2;3.6;4.8;-1.6;50;110;39;10;138;117;4.12;67;32;4;8;4;2;7;0.25;6;1;0;0;0;0;95;53;36;45;14;40;77;51.9;37;66;11;55;30;125;53;1;1951;76;376;957;634;46;1951;64;29;45.3;32;50.0;962;4689;2092;47;34;9;41;38;1146;102;5;0;0;45;33;1;145;30;53;0;0;0;156;14;19;42.4
342;Emmanuel Biumla;FRA;DF;Angers;Ligue 1;19;2005;17;15;1,336;14.8;1;0;1;1;0;0;2;0;0.7;0.7;0.0;0.8;3;16;0;0.07;0.00;0.07;0.07;0.07;0.05;0.00;0.05;0.05;0.05;4;2;50.0;0.27;0.13;0.25;0.50;13.7;0;0;0;0.7;0.7;0.18;+0.3;+0.3;440;499;88.2;8842;2637;108;123;87.8;300;316;94.9;29;52;55.8;0;0.0;0.1;0.0;1;13;1;0;16;4;0.27;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;19;12;14;5;0;12;18;66.7;6;18;8;10;8;27;84;1;654;118;402;240;16;8;654;12;7;58.3;4;33.3;380;2264;1290;3;2;0;10;4;420;0;2;0;0;7;10;0;0;8;12;0;1;0;37;16;12;57.1
351;Mathéo Bodmer;FRA;MF;Le Havre;Ligue 1;20;2004;1;0;6;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;2;2;100.0;40;0;0;0;;2;2;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;3;1;1;2;0;0;3;0;0;;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
354;Lamare Bogarde;NED;DF,MF;Aston Villa; Premier League;20;2004;8;5;476;5.3;0;0;0;0;0;0;2;0;0.0;0.0;0.1;0.2;12;14;9;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.03;0.01;0.03;1;1;100.0;0.19;0.19;0.00;0.00;20.2;0;0;0;0.0;0.0;0.04;0.0;0.0;240;272;88.2;3682;1154;129;139;92.8;107;116;92.2;3;9;33.3;0;0.1;0.1;-0.1;2;24;1;0;14;10;1.89;8;1;0;0;0;1;1;0.19;1;0;0;0;0;0;14;6;6;6;2;10;16;62.5;6;5;3;2;1;15;13;0;325;16;95;191;40;4;325;4;2;50.0;1;25.0;173;1031;599;12;6;1;6;8;212;9;2;0;0;8;11;0;0;1;6;0;0;0;13;6;6;50.0
366;Saïmon Bouabré;FRA;MF,FW;Monaco;Ligue 1;18;2006;3;1;97;1.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;3;2;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;20;29;69.0;318;67;9;11;81.8;11;15;73.3;0;0;;0;0.0;0.0;0.0;0;2;1;0;2;1;0.93;1;0;0;0;0;0;1;0.93;1;0;0;0;0;0;1;0;0;1;0;0;3;0.0;3;1;0;1;0;1;0;0;36;2;7;18;11;1;36;2;0;0.0;1;50.0;27;156;69;3;3;1;2;2;29;5;0;0;0;1;2;0;0;0;0;0;0;0;2;0;3;0.0
367;Ayyoub Bouaddi;FRA;MF;Lille;Ligue 1;16;2007;24;11;1,151;12.8;0;1;1;0;0;0;2;0;0.1;0.1;1.0;1.1;11;37;26;0.00;0.08;0.08;0.00;0.08;0.01;0.08;0.08;0.01;0.08;3;1;33.3;0.23;0.08;0.00;0.00;19.3;0;0;0;0.1;0.1;0.04;-0.1;-0.1;487;555;87.7;8241;1609;219;246;89.0;219;233;94.0;35;40;87.5;1;1.0;1.2;0.0;5;36;1;0;37;14;1.10;12;0;1;0;1;0;2;0.16;1;0;1;0;0;0;50;31;21;21;8;19;32;59.4;13;12;3;9;10;60;12;1;703;30;149;378;181;14;703;29;14;48.3;14;48.3;383;1829;682;11;9;3;34;15;474;26;2;0;0;18;9;0;3;10;31;0;0;0;62;9;9;50.0
368;Badredine Bouanani;ALG;MF,FW;Nice;Ligue 1;19;2004;26;11;1,099;12.2;3;3;6;2;1;1;2;0;2.7;1.9;2.4;4.3;47;44;93;0.25;0.25;0.49;0.16;0.41;0.22;0.19;0.42;0.16;0.35;30;14;46.7;2.46;1.15;0.07;0.14;20.3;1;1;1;2.7;1.9;0.06;+0.3;+0.1;330;430;76.7;4881;1113;200;228;87.7;95;125;76.0;23;38;60.5;3;2.4;2.2;+0.6;20;19;14;2;44;47;3.85;34;3;3;3;2;2;9;0.74;5;1;1;1;1;0;11;4;4;4;3;6;18;33.3;12;16;3;13;11;22;4;0;571;4;53;228;299;43;570;36;14;38.9;19;52.8;362;2436;1372;47;33;15;24;18;425;93;2;0;0;13;17;2;33;11;4;0;0;0;44;2;16;11.1
